blend_mae,channel,delta_vs_first_error_pct,delta_vs_pure_pct,first_error_mae,pure_mpl_mae,scale,test_curve,test_label,variant,weight,win_vs_first_error,win_vs_pure
0.0047496609640096015,step,9.606486278533621,-21.521905265529494,0.004333375811299792,0.006052212378600692,25,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.45,0,1
0.004126308116731223,step,16.422710399139227,-0.19542907384522135,0.003544246738960761,0.004134387912738256,25,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.45,0,1
0.00209307080231516,smooth,-8.378006460523412,-51.82684359556369,0.002284463283822057,0.004344890305179187,100,wsd_20000_24000.csv,WSD sharp,smooth_only,0.45,1,1
0.0022402379480936253,smooth,-9.18648161068798,-38.078723707526485,0.0024668551420834305,0.0036178807709199698,100,wsdld_20000_24000.csv,WSD linear,smooth_only,0.45,1,1
0.003489495209594821,step,-1.6526690681975764,-55.98558868864178,0.003548134124773109,0.007928074250295227,100,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.45,1,1
0.00441783847627701,step,-2.104473840037757,-29.390244293921995,0.004512809368896204,0.0062566970131816045,100,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.45,1,1
0.0018812721530793888,step,-5.2567851224956215,-29.572657704445902,0.001985653701441024,0.0026712241180200675,100,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.45,1,1
0.0044129763081698055,smooth,0.10764087236272424,-39.35264807766817,0.004408231249596974,0.007276453411883992,400,wsd_20000_24000.csv,WSD sharp,smooth_only,0.45,0,1
0.004093105470764615,smooth,-1.227023966608154,-32.51957396880648,0.004143952764348088,0.006065618893503333,400,wsdld_20000_24000.csv,WSD linear,smooth_only,0.45,1,1
0.0060099219893367285,step,1.9740608887524935,-60.919797086709295,0.005893579148420095,0.015378430871178581,400,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.45,0,1
0.0064408043500255386,step,-1.7869062650413547,-28.696051980518266,0.006557989474811701,0.009032886016726277,400,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.45,1,1
0.004382932450086251,step,5.937757880334504,-9.980124705174443,0.004137271297583188,0.004868849724276598,400,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.45,0,1
0.0045028713032476434,smooth,48.43916916009417,4.637009005733428,0.0030334791879569334,0.004303325702859985,25,wsd_20000_24000.csv,WSD sharp,smooth_only,0.5,0,0
0.004518718940059244,smooth,40.81791307913652,17.046991736966334,0.0032089091801266964,0.003860602372604268,25,wsdld_20000_24000.csv,WSD linear,smooth_only,0.5,0,0
0.005996627487234131,step,48.1223308623729,-30.202024593942735,0.004048429060170452,0.008591406057766149,25,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.5,0,1
0.00490823560862628,step,13.265865282846523,-18.901794887754853,0.004333375811299792,0.006052212378600692,25,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.5,0,1
0.004249912499946183,step,19.91017592619233,2.79423676844619,0.003544246738960761,0.004134387912738256,25,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.5,0,0
0.0020754695496644415,smooth,-9.148482956047133,-52.2319459437113,0.002284463283822057,0.004344890305179187,100,wsd_20000_24000.csv,WSD sharp,smooth_only,0.5,1,1
